sex,kanji,hiragana,birth_year
female,優希,ゆうき,
female,千愛,ちあき,1983
male,智央,おう,1994
male,大翔,ひろと,2000
male,璃央,りお,2000
female,恵美子,えみこ,1928
male,遊楓,かえで,1997
male,文哉,ふみや,2001
male,澪諒,りょうま,1995
female,麻衣,まい,1978
female,わかな,わかな,1994
male,怜也,りょうや,1996
male,鯉斗,こいと,1984
male,涼真,りょうま,1993
male,純,じゅん,1982
male,隆史,たかし,1973
female,寺理紗,りさ,1992
female,ノア,ノア,
male,大地,だいち,1987
female,ひかり,ひかり,1975
male,夏樹,なつき,1986
female,まり,まり,
male,志遠,しおん,1997
male,剛,ごう,
male,脩弥,しゅうや,1994
male,侑哉,ゆうや,
male,央士,おうじ,2000
male,仁,じん,1999
male,遥亮,ようすけ,1995
male,宥紀,ゆうき,1994
female,愛子,あいこ,1910
female,セーラ,せーら,1986
male,貴之,たかゆき,1990
female,リエ,りえ,1964
female,麻友美,まゆみ,1982
female,佳奈,かな,1994
female,仁美,ひとみ,1988
female,千代子,ちよこ,1903
female,遙佳,はるか,1994
female,奈津美,なつみ,1984
female,松子,まつこ,1894
female,真希,まき,1977
female,あや,あや,
female,るりか,るりか,1984
female,野明,のあ,
male,幸秀,ゆきひで,1987
male,歩,あゆむ,1987
female,美和,みわ,1975
female,エツコ,エツコ,
female,えみ,えみ,1969
female,さとみ,さとみ,
female,英麻,えま,1976
female,佳音里,かおり,1970
female,真美,まみ,1972
female,愛,あい,1961
female,沙緒里,さおり,1987
female,可久子,かくこ,1932
female,えり,えり,1977
female,めぐみ,めぐみ,1980
female,真利奈,まりな,1985
female,明子,あきこ,
female,須美子,すみこ,1959
female,百合子,ゆりこ,1951
female,優香里,ゆかり,1983
female,麻衣,まい,1982
female,なずな,なずな,
female,有希,ゆうき,1981
female,未奈,みな,1973
female,幸子,さちこ,1926
female,俊子,としこ,1938
female,彩伽,あやか,1970
female,あおい,あおい,
female,望,のぞみ,1984
female,篤子,あつこ,1960
female,奈央,なお,
female,寛子,ひろこ,1975
female,恵美,めぐみ,1972
female,亜弥,あや,1975
female,楓,かえで,
female,しのぶ,しのぶ,1977
female,亜貴子,あきこ,1977
female,愛子,あいこ,1939
female,順子,じゅんこ,1965
female,彩子,さいこ,1916
female,美子,よしこ,1932
female,寛子,ひろこ,1955
female,さわ,さわ,
female,楓,かえで,2001
female,咲月,さつき,
female,英里奈,えりな,2000
female,凪,なぎ,
female,トウコ,トウコ,
female,未央那,みおな,
female,かおり,かおり,1986
female,裕紀,ゆき,
female,彩希帆,さきほ,1998
female,みお,みお,
female,みゆう,みゆう,
female,ひより,ひより,1998
female,有佐,ありさ,
female,扶実子,ふみこ,1907
female,恭子,きょうこ,1962
female,葵,あおい,1993
female,奏美,かなみ,
female,冬果,ふゆか,1970
female,志帆,しほ,
female,ひな,ひな,
female,桜子,さくらこ,1980
female,嘉久子,かくこ,1893
female,幸奈,ゆきな,
female,あかね,あかね,1949
female,恵里菜,えりな,
female,ひかり,ひかり,2000
female,洋子,ようこ,
female,愛菜,まな,1997
female,彩佐,あやさ,1998
female,あやめ,あやめ,
female,乃奏,かなで,1996
female,祐莉絵,ゆりえ,1995
female,ひかる,ひかる,1999
female,一華,いちか,2001
female,早紀,さき,1991
female,悠理,ゆうり,1965
female,めい,めい,
female,香織,かおり,1985
female,邑子,ゆうこ,1975
female,ゆう子,ゆうこ,
female,智美,ともみ,1983
female,花寿乃,かずの,
female,直子,なおこ,
female,紅れ葉,くれは,
female,ちはる,ちはる,
female,まい,まい,1967
female,麻未,まみ,
female,明日美,あすみ,1986
female,真寿美,ますみ,1955
female,恵梨子,えりこ,
female,茂子,しげこ,1926
female,初美,はつみ,1955
female,律子,りつこ,1961
female,ゆかり,ゆかり,1956
female,ゆき絵,ゆきえ,1948
female,歩夢,あゆむ,
female,可奈,かな,
female,いづ,いづ,
female,萌,もえ,
female,玲奈,れな,
female,香織,かおり,
female,一葉,かずは,
female,里美,さとみ,1990
female,夕花,ゆうか,
female,未奈美,みなみ,
female,慶子,けいこ,
female,聖子,せいこ,1964
female,みちる,みちる,
female,とも子,ともこ,1950
female,登紀子,ときこ,1943
male,陽介,ようすけ,1987
male,壮亮,そうすけ,1990
female,有希,ゆき,
male,一夫,かずお,1929
female,みほ子,みほこ,1914
male,洋介,ようすけ,1979
male,秀知,ひでのり,1969
male,良輔,りょうすけ,1997
female,圭子,けいこ,1946
female,宏美,ひろみ,1948
female,涼,りょう,
female,美優,みゆ,1989
female,一華,いちか,1995
female,真紀,まき,1955
female,清美,きよみ,
female,和美,かずみ,1950
female,佑香利,ゆかり,1985
female,みゆき,みゆき,
female,啓子,けいこ,1925
female,宏美,ひろみ,1975
male,ヒロシ,ヒロシ,1937
male,新太,しんた,
male,のっぽ,のっぽ,
male,のぼる,のぼる,1927
male,健太郎,けんたろう,1996
male,ひろお,ひろお,1947
male,英治,えいじ,1979
male,集平,しゅうへい,1955
male,リュウジ,リュウジ,1943
male,君平,くんぺい,1940
male,ひろたか,ひろたか,1954
male,俊太郎,しゅんたろう,1931
male,浩一,こういち,1955
male,ゆたか,ゆたか,1953
male,かつぢ,かつぢ,1904
male,立石,たていし,1941
male,二郎,じろう,1921
male,豊,ゆたか,1930
male,桂舟,けいしゅう,1861
male,義晴,よしはる,1957
male,昭吾,しょうご,1939
male,彰,しょう,1904
male,じいさん,じいさん,1921
male,悠介,ゆうすけ,1935
male,征三,せいぞう,1940
male,征彦,ゆきひこ,1940
male,五郎,ごろう,1924
male,よしひこ,よしひこ,1978
male,ばら,のばら,1968
male,天山,てんざん,1996
male,正喜,まさき,1945
male,まさひろ,まさひろ,1956
male,潔,きよし,1943
male,翼,つばさ,1984
male,櫓冬,ろとう,1939
male,ミナミ,ミナミ,
male,真作,しんさく,1989
male,州平,しゅうへい,1957
male,千夫,さちお,1948
male,佳彦,よしひこ,
male,之久,ゆきひさ,1940
male,恭三,きょうぞう,1939
male,秀幸,ひでゆき,1991
male,一夫,かずお,1895
male,益朗,ますろう,1934
male,順也,じゅんや,1969
male,繁男,しげお,1947
male,順三,じゅんぞう,1961
male,圭三郎,けいざぶろう,1935
male,亮太,りょうた,1948
male,義史,よしふみ,1961
male,良磨,りょうま,1992
male,陸翔,りくと,2015
male,智則,とものり,1978
male,伸樹,しんじ,1937
male,星空,せら,2009
male,柊斗,しゅうと,2008
male,通雅,つうが,1957
male,ヒデアキ,ヒデアキ,1975
male,こうた,こうた,1947
male,成和,しげかず,1954
male,鴻,ひろし,1968
male,のりたけ,のりたけ,1975
male,那生,なお,1978
male,光,ひかる,1982
male,大和,やまと,1938
male,精一,せいいち,1931
male,哲朗,てつろう,1941
male,拓男,たくお,1929
male,康男,やすお,1932
male,真悟,しんご,2004
male,恭平,きょうへい,1988
male,宏樹,こうき,2009
male,奏,かなで,1988
male,巧貢,たくみ,2005
male,樹,たつき,2003
male,陽向,ひなた,2009
male,雅久,がく,2004
male,蒼月,あつき,2000
male,柾樹,まさき,2001
male,つねひろ,つねひろ,1964
male,慎之介,しんのすけ,1991
male,富大鐘,だいしょう,
male,慶人,けいと,2010
male,放屁,ほうひ,
female,子,れいこ,1981
male,柚,ゆず,2001
male,将汰,しょうた,2006
male,正三郎,しょうざぶろう,1912
male,黎,れい,2005
female,こむぎ,こむぎ,1983
male,陸希,りき,1998
male,雄介,ゆうすけ,1997
male,海太,かいた,1998
male,統賀,むねよし,1999
male,湛山,たんざん,1884
male,博英,ひろひで,1914
male,尚徳,ひさのり,1929
male,英司,えいじ,1959
male,元章,もとあき,1957
male,好,よしみ,1947
male,英憲,えいけん,1946
male,次郎,じろう,1962
male,友治,ともじ,1881
male,啄木,たくぼく,1886
male,太郎,たろう,1968
male,飛仁,じん,1942
male,達也,たつや,1956
male,昌也,まさや,1962
male,彰彦,あきひこ,1954
male,雄太,ゆうた,1964
male,賢吉,けんきち,1882
male,龍介,りゅうすけ,1947
male,徳郎,とくろう,1913
male,和彦,かずひこ,1963
male,文哉,ふみや,1954
male,文學,ぶんがく,1932
male,亮一,りょういち,1954
male,霊山,れいざん,1859
male,武,たけし,1934
male,達哉,たつや,1955
male,大敬,だいけい,1948
male,伸,しん,1972
male,肇,はじめ,1926
female,知子,ともこ,1980
male,正徳,まさのり,1889
male,美成,よしなり,1949
male,勇,いさむ,1901
male,茂右衛門,もえもん,1852
male,啓四郎,けいしろう,1903
male,善三,ぜんぞう,1959
male,正義,せいぎ,1958
male,清,きよし,1956
male,羽城,うじょう,1871
male,喜久蔵,きくぞう,1919
male,一夫,かずお,1925
male,一高,かずたか,1867
male,雅彦,まさひこ,1960
male,次郎,じろう,1893
male,敦彦,あつひこ,1962
male,椌,くうくう,1950
male,文登,ふみと,1966
male,佳孝,よしたか,1967
male,温,つつむ,1975
male,定治,さだじ,1931
male,雅彦,まさひこ,1940
male,定辰,ていしん,1880
male,茂利夫,もりお,1943
male,汗太,かんた,1960
male,裕爾,ゆうじ,1953
male,諭,さとる,1984
male,武太郎,たけたろう,1890
male,宏一,こういち,1947
male,暁史,あきふみ,1944
male,真二,しんじ,1863
male,磐,いわお,1852
male,善佐,ぜんさ,1893
male,松太郎,まつたろう,1881
male,正人,まさひと,
male,為之助,ためのすけ,1871
male,聡,さとし,1963
male,靖治,やすはる,1957
male,安次郎,やすじろう,1872
male,嶺司,れいじ,1975
male,富人,とみと,1888
male,卓造,たくぞう,1879
male,源二郎,げんじろう,1918
male,健次,けんじ,1951
male,景樹,かげき,1940
male,喬,たかし,1905
male,アトム,アトム,1946
male,兄,けい,1983
male,正巳,まさみ,1915
male,知幸,ともゆき,1963
male,敏孝,としたか,1968
male,昇太,しょうた,1959
male,辰平,たっぺい,1928
male,ヒロキ,ヒロキ,1976
male,葵,あおい,1996
male,東吾,とうご,1969
male,真矢,しんや,1980
male,章介,しょうすけ,1972
male,良太郎,りょうたろう,1988
male,勉,つとむ,1917
male,達也,たつや,1931
male,裕司,ゆうじ,1982
male,久,えのく,1989
male,誠,まこと,1953
male,尚弥,なおや,1995
male,賢志,まさし,1977
male,光利,みつとし,1974
male,照夫,てるお,1946
male,善太郎,ぜんたろう,1871
male,順二,じゅんじ,1972
male,昭典,あきのり,
male,藤太,とうた,1958
male,晴彦,はるひこ,1948
male,勇介,ゆうすけ,1979
male,竜太郎,りゅうたろう,1964
male,哲郎,てつお,1966
male,健太,けんた,1991
male,智春,ともはる,1976
male,アトム,アトム,1979
male,月城,げつじょう,
male,延司,のぶじ,1934
male,淳,じゅん,1985
male,建夫,たてお,1944
male,登,のぼる,1899
male,黎久,ひさし,1932
male,守邦,もりくに,1929
male,正人,まさと,1962
male,恂之介,じゅんのすけ,1937
male,久喜,ひさよし,1953
male,健彦,たけひこ,1883
male,信雄,のぶお,1894
male,亮,まこと,1961
male,広居,ひろやす,1864
male,三郎,さぶろう,1863
male,房治郎,ふさじろう,1884
male,博敏,ひろとし,1955
male,隼也,しゅんや,
male,政雄,まさお,1895
male,光彦,てるひこ,1937
male,謙吉,けんきち,1860
male,健蔵,けんぞう,1932
male,隼人,はやと,1959
male,里仁,りじん,1944
male,トキオ,トキオ,1949
male,湊都,みなと,2012
male,浩平,こうへい,1999
male,吏,かいり,2006
male,真人,まさと,1989
male,太雅,ひろまさ,1995
male,陽漁介,りょうすけ,1987
male,安,きりあん,1974
male,春樹,はるき,1946
male,梅軒,ばいけん,1944
male,博崇,ひろたか,1976
male,雄大,ゆうだい,1989
male,祐之,ひろゆき,1972
male,心一,しんいち,1988
male,遼,りょう,1987
male,侑右,ゆうすけ,1982
male,大聡,さとし,1981
male,一久,いっきゅう,1950
male,康之,やすゆき,1971
male,優譲,まさのり,1992
male,倫生,みちお,1984
male,恭平,きょうへい,2004
male,祐貴,ゆうき,1996
male,玲於,れお,1999
male,丞一,じょういち,1972
male,杉田,すぎた,
male,幹生,みきお,1943
male,尋也,ひろや,1999
male,剛,つよし,1903
male,史人,ふみと,1975
male,彰宏,あきひろ,1959
male,源太朗,げんたろう,1966
male,年世,としよ,1940
male,紫,ゆかり,
male,青,あお,1964
male,優,ゆたか,1985
male,優哉,ゆうや,2000
male,宏,ひろし,1948
male,将夫,まさお,1908
male,ヨシト,ヨシト,1967
male,菊松,きくまつ,1888
male,正孝,まさたか,1936
male,健治郎,けんじろう,1863
male,正一,しょういち,1892
male,達男,たつお,1951
male,俊矢,としや,1961
male,照夫,てるお,1933
male,祐之,まさし,1978
male,浩一,こういち,1972
male,康次,こうじ,1948
male,淳史,あつし,1986
male,信也,しんや,1979
male,ガセケイ,けい,1968
male,杉山,すぎやま,1985
male,良亮,りょうすけ,1993
male,悠斗,ゆうと,1983
male,瑛太,えいた,1982
male,康,やすし,1980
male,修,おさむ,1974
male,幸雄,さちお,1943
male,元基,もとき,1980
male,重豊,ゆたか,1963
male,泰之,やすゆき,1973
male,圭二,けいじ,1946
male,健二,けんじ,1932
male,智己,ともみ,1975
male,昭二,しょうじ,1928
male,崇,たかし,1980
male,昌大,まさひろ,1988
male,章一,しょういち,1979
male,正和,まさかず,1975
male,晃嗣,こうじ,1943
male,初範,はつのり,1955
female,理科,りか,1980
female,瑤子,ようこ,1966
male,夏竜,りゅう,1950
male,毅志,たけし,1979
male,友也,ともや,1987
female,ふみ,ふみ,1975
female,昌子,まさこ,1938
female,彰子,あやこ,1922
male,琳太郎,りんたろう,1999
male,有輝,ゆうき,2000
male,優,ゆう,2008
male,頼我,らいが,1999
male,頌利,しょうり,1994
male,大典,だいすけ,1968
male,学,まなぶ,1991
male,健介,けんすけ,1994
male,富,とむ,1992
male,大輔,だいすけ,1980
male,拓哉,たくや,1996
male,翔平,しょうへい,1988
male,ケイジ,けいじ,1964
male,竜也,たつや,1979
male,敬澄,たかずみ,1989
male,太陽,たいよう,1981
male,剛士,たけし,1975
male,桃李,とおり,1988
male,祐介,ゆうすけ,1970
male,智樹,ともき,2000
male,大貴,たいき,2000
male,武士,たけし,1987
male,創太,そうた,
male,大輔,だいすけ,1998
male,成瑛,あきら,1997
male,太盛,たいせい,1992
male,秀一郎,しゅういちろう,1996
male,正悟,しょうご,1994
male,健,けん,1997
male,大輔,だいすけ,1997
male,雄介,ゆうすけ,1993
male,圭祐,けいすけ,1995
male,崚行,りょうき,1998
male,凌,りょう,1993
male,駿,しゅん,1998
male,柊夜,しゅうや,2002
male,成位,せいい,
male,チカラ,ちから,1989
female,栄子,えいこ,1953
female,和佳奈,わかな,1965
female,由里子,ゆりこ,1965
female,薫,かおる,1931
female,みつき,みつき,1963
female,陽子,ようこ,1942
female,容莉枝,よりえ,1964
female,秋子,あきこ,1943
female,瑠菜,るな,1997
male,宏周,こうしゅう,1999
female,彩子,さいこ,
male,大輝,ひろき,1999
female,ましろ,ましろ,1998
female,五十鈴,いすず,1917
female,富士子,ふじこ,1931
female,友美,ともみ,
female,昌,まさ,1930
female,みどり,みどり,1957
female,由貴,ゆき,1989
female,郁子,いくこ,1964
male,雄也,ゆうや,1993
female,由紀,ゆき,1974
female,孝子,たかこ,1948
female,夏子,なつこ,1982
female,めぐみ,めぐみ,1985
female,律子,りつこ,1890
male,龍臣,たつおみ,2000
female,由美子,ゆみこ,1979
female,晃子,あきこ,1979
female,希唯,けい,1976
female,麻由子,まゆこ,1981
female,みわ,みわ,1975
female,眞紀,まき,
female,千寿子,ちずこ,
female,遥子,ようこ,
female,ゆう,ゆう,1982
female,夏穂,なつほ,1945
female,沙羅,さら,1994
female,左度子,さとこ,1937
female,桃子,ももこ,
female,沙和,さわ,
female,さい子,さいこ,1993
female,真夢,まゆ,1991
female,裕子,ゆうこ,1974
female,さく子,さくこ,1902
female,紗弥加,さやか,1980
female,享佑子,きょうこ,
female,カナコ,かなこ,1970
female,安英,やすえ,1902
female,与志恵,よしえ,1944
female,智子,ともこ,1964
female,キヌヲ,キヌヲ,1981
female,まなみ,まなみ,
female,えり,えり,1980
female,美奈,みな,
female,茉美,まみ,1955
female,元子,もとこ,1980
female,和枝,かずえ,1952
female,里歌,りか,
female,佳奈子,かなこ,1981
female,由衣,ゆい,1955
female,高子,たかこ,1935
female,玲子,れいこ,1959
female,裕香,ゆか,1968
female,萌子,もえこ,1976
female,美智子,みちこ,1978
female,仁子,じんこ,1969
female,好美,よしみ,1988
female,光世,みつよ,1977
female,洋子,ようこ,1975
female,みか,みか,
female,ハルコ,はるこ,
female,美香,みか,2000
female,彩希,さき,
female,亜美,あみ,1981
female,奈生子,なおこ,
female,さとみ,さとみ,
female,莉子,りこ,1990
female,未侑,みゆ,
female,愛香,あいか,1993
female,茜,あかね,
female,真麻,まあさ,
female,飛鳥,あすか,1988
female,友梨,ゆり,1991
female,未沙,みさ,1984
female,真奈,まな,
female,なつ,なつ,
female,美穂,みほ,
female,桂子,けいこ,
female,麻弥,まや,
female,ヒエミオコ,みおこ,1957
female,由依,ゆえ,
female,さやか,さやか,1986
female,日菜,ひな,
female,けい,けい,
female,あかり,あかり,
female,結梨,ゆり,
female,麻鶴彩,あや,1995
female,さほみ,さほみ,
female,和郁那,わかな,
female,愛未,あみ,1995
female,めぐみ,めぐみ,1976
female,茉莉伽,まりか,
female,未彩,みさえ,1992
female,美智子,みちこ,1945
female,クリ子,くりこ,1938
female,佳巳,よしみ,1987
female,三月,みつき,
female,真実,まさみ,
female,唯,ゆい,1988
female,さくら,さくら,
female,真由子,まゆこ,1982
female,有紗,ありさ,1994
female,順子,じゅんこ,1966
female,祐記,ゆうき,
female,奈保,なほ,
female,絵理,えり,
female,友香,ゆか,1944
female,美幸,みゆき,1955
female,正子,まさこ,1934
female,孝子,たかこ,1936
female,ゆう子,ゆうこ,1966
female,睦美,むつみ,1982
female,克子,かつこ,1945
female,真樹,まき,1948
male,涼太郎,りょうたろう,1998
female,さやか,さやか,1983
female,ゆうこ,ゆうこ,1955
female,章子,あきこ,1924
female,萌,もえ,1985
female,美香,みか,1969
male,滉稀,こうき,1995
male,淳史,あつし,1983
male,大聖,だいせい,1986
female,千波,ちなみ,
female,麻子,あさこ,
female,和子,かずこ,
female,せいら,せいら,
female,美智子,みちこ,1968
female,静子,しずこ,1919
female,真美,まみ,
female,ルミ,ルミ,
female,璃,るり,1996
female,桜,さくら,
female,さおり,さおり,
female,りえ子,りえこ,
female,順子,じゅんこ,1925
female,ユキ,ユキ,1948
female,愛華,あいか,
female,たつえ,たつえ,1948
male,四郎,しろう,1944
male,康二,やすじ,1925
male,康成,やすなり,1955
male,井武,たけし,1908
male,精光,せいこう,1954
male,喜朗,よしろう,1937
male,晴,はる,2015
male,琉生,りゅう,2010
male,怜生,れい,2012
male,眞生,まうな,2009
male,良,りょう,1986
male,琉聖,りゅうせい,2010
male,駿太,しゅんた,2010
male,涼風,りおん,2004
male,正二郎,しょうじろう,1913
male,義晴,よしはる,1952
male,尚弥,なおや,1997
male,賢人,けんと,1998
male,幸之城,ゆきのじょう,1995
male,雄大,ゆうだい,1987
male,彩之心,あやのしん,1996
male,隼人,はやと,1987
male,綾祐,りょうすけ,1985
male,久作,きゅうさく,1889
male,斉加年,まさかね,1934
male,齊一郎,せいいちろう,1926
male,浩二,こうじ,1964
male,小波,さざなみ,1870
male,公雄,きみお,1949
male,善広,よしひろ,1973
male,健三,けんぞう,1922
male,枝盛,えもり,1857
male,哲,てつ,1928
male,忠男,ただお,1939
male,祥明,しょうめい,1946
male,陽弘道,ひろみち,1963
male,文海,ぶんかい,1848
male,美承,しょう,1924
male,隆,たかし,1968
male,勝二,かつじ,1934
male,安吉,やすきち,1890
male,靖明,やすあき,1965
male,昭宏,あきひろ,1945
male,慶,けい,2011
male,謙,けん,1989
male,正勝,まさかつ,1976
male,えつよし,えつよし,
male,泰貴,たいき,2007
male,正幸,まさゆき,1940
male,美魁人,かいと,1999
male,茂,しげる,1950
male,瑠星,りゅうせい,2000
male,大輝,だいき,1996
male,成一,せいいち,1940
male,一雄,かずお,1959
male,太郎,たろう,1908
male,伸哉,しんや,1996
male,陸,りく,1996
male,喜春,よしはる,1994
male,弾吾,だんご,1973
male,佳也,よしや,1971
male,裕,ひろし,1965
male,鎌吉,けんきち,1908
male,一幸,かずゆき,1946
male,常夫,つねお,1936
male,アキオ,アキオ,
male,英雄,ひでき,1979
male,千明,ちあき,1947
male,はじめ,はじめ,1968
male,順,じゅん,
male,柳井,やない,1959
male,耕平,こうへい,1961
male,剣,けん,1967
male,升,きんしょう,1868
male,美太郎,さみたろう,1901
male,順一郎,じゅんいちろう,1961
male,祥一,しょういち,1941
male,克也,かつや,1961
male,竜助,りゅうすけ,1956
male,ヒトシ,ひとし,1964
male,一夫,かずお,1937
male,健介,けんすけ,1961
male,仁,ひとし,1961
male,崇,たかし,
male,実,みのる,1922
male,四郎,しろう,1918
male,儀一,ぎいち,
male,夏也,なつや,1965
male,北斗,ほくと,1963
male,浩,ひろし,1966
male,新作,しんさく,1863
male,好男,よしお,1950
male,寺次郎,じろう,1907
male,義剛,よしたけ,1865
male,良行,よしゆき,
male,恭彦,やすひこ,1910
male,悠斗,ゆうと,1975
male,陽志,ようじ,1978
male,ジュン,じゅん,1978
male,亮,りょう,1980
male,一穂,かずほ,1965
male,広美,ひろみ,1950
male,賢一,けんいち,1975
female,宏美,ひろみ,1975
male,智久,ともひさ,1980
male,祥行,よしゆき,1971
female,恵子,けいこ,1959
male,晃和,あきかず,1980
male,淳平,じゅんぺい,1989
female,真昼,まひる,
male,靖隆,やすたか,1983
male,大助,だいすけ,1997
male,龍彦,たつひこ,2001
male,徹,とおる,2001
male,修斗,しゅうと,
male,涼,りょう,1995
male,大智,だいち,1990
male,竹山,ちくざん,1911
male,ヒロム,ひろむ,
male,利夫,としお,1889
male,景章,けいしょう,1924
male,千明,ちあき,1992
male,泰彦,やすひこ,1961
male,博人,ひろひと,1955
male,丈,じょう,1968
male,進,すすむ,1966
male,正都,まさと,1969
male,大賀,たいが,1988
male,芳彦,よしひこ,1985
male,和也,かずや,1967
male,内村,うちむら,1988
male,翔太,しょう,1991
male,惣介,そうすけ,1988
male,勝,まさる,1976
male,一芳,かずよし,1912
male,俊穂,としほ,1909
male,恒作,つねさく,1872
male,直三郎,なおざぶろう,1875
male,宇吉,うきち,1852
male,浩一,こういち,1962
male,正修,まさのぶ,1944
male,一郎,いちろう,1891
male,寺清,きよし,1870
male,淳,じゅん,1965
male,俊彦,としひこ,1976
male,健,けん,
male,純,じゅん,1990
female,千鶴,ちづる,1982
male,剣星,けんせい,1984
male,紀之,のりゆき,1957
male,真人,まひと,1920
male,和基,かずもと,
male,地山,ちざん,1880
male,維正,これまさ,1970
male,八郎,はちろう,1907
male,敬一,けいいち,1860
male,五郎,ごろう,1874
male,長久,ながひさ,1865
male,佳久,よしひさ,1949
male,晴光,はるみつ,1962
male,健二,けんじ,1980
male,昌克,まさかつ,1968
male,茂,しげる,1881
male,章男,あきお,1934
male,雄之助,ゆうのすけ,1931
male,澹園,たんえん,1842
male,朝敷,ちょうふ,1865
male,功哉,こうや,1995
male,蓮,れん,1996
male,瑛斗,えいと,1998
male,仁,じん,1995
male,光,こう,1996
male,良輔,りょうすけ,1994
male,一平,いっぺい,1972
male,康介,こうすけ,1999
male,理来,りく,1989
male,健二,けんじ,1961
male,哲朗,てつろう,1964
male,達郎,たつろう,1957
male,ボッ樹,ぼっき,1972
male,広臣,ひろおみ,1988
male,哲也,てつや,1979
male,麻郎,あさお,1964
male,屋助六,すけろく,1957
male,義,ただし,1977
male,航,こう,1983
male,重男,しげお,1934
male,のび太,のびた,
male,正浩,まさひろ,1967
male,達也,たつや,
male,雄輔,ゆうすけ,1931
male,英一,えいいち,1930
male,敬介,けいすけ,1969
male,嘉三郎,よしさぶろう,1883
male,二郎,じろう,1947
male,真嗣,しんじ,
male,勝好,かつよし,1945
male,道夫,みちお,1950
male,洋一,よういち,1960
male,あきお,あきお,1949
male,礼,れい,1921
male,清次郎,せいじろう,1880
male,泰得,やすのり,1931
male,喜久,よしひさ,1925
male,喜昭,よしあき,1937
male,三郎,さぶろう,1927
male,節郎,せつろう,1856
male,雅俊,まさとし,1951
male,省三,しょうぞう,1952
male,辰雄,たつお,1892
male,美滋,しげる,1933
male,弘,ひろし,1935
male,ジョージ,じょーじ,1940
male,有一,ゆういち,1943
male,信治,しんじ,1928
male,碩三,せきぞう,1886
male,昭,あきら,1951
male,橘三郎,きつさぶろう,
male,郎,かんじゅうろう,
male,新之輔,しんのすけ,
male,笑,がんしょう,1862
male,奥山,おくやま,
male,三郎,きちさぶろう,
male,智史,ともひと,1983
male,涼,りょう,1993
male,珏蔵,かくぞう,
male,藤蔵,とうぞう,
male,尚真,なおまさ,1984
male,至,いたる,1993
male,龍之介,りゅうのすけ,2004
female,千聡,ちさと,
male,隼斗,はやと,1995
male,亮輔,りょうすけ,1995
male,一誠,いっせい,2001
male,優輝,ゆうき,1999
male,和孔太,こうた,1994
male,輝,のぞむ,1991
male,氷魚,ひお,1994
male,原人,げんじん,1979
male,滉星,こうせい,1994
male,美勇人,みゅうと,1995
male,流星,りゅうせい,1996
male,俊太郎,しゅんたろう,1991
male,涼介,りょうすけ,1995
male,聖人,まさと,1991
male,佑,ゆう,1985
male,結平,きっぺい,1992
male,カイル,カイル,
female,敦子,あつこ,1968
female,麗仙,れいせん,1942
female,ひろ,ひろ,1976
female,玲那,れな,1962
female,直美,なおみ,1975
male,璃寛,りかん,
male,右團次,うだんじ,
male,市蔵,いちぞう,
male,右衛門,さんえもん,
male,三郎,とくさぶろう,
male,右之助,うのすけ,
female,小南美,こなみ,1967
male,雛助,ひなすけ,
male,小六,ころく,
male,鰕十郎,えびじゅうろう,
female,文子,あやこ,1933
male,璃珏,りかく,
male,三五郎,さんごろう,
male,芳三郎,よしさぶろう,
female,ひろみ,ひろみ,1957
female,真咲,まさき,1982
female,絵理,えり,
female,まこと,まこと,
female,美保,みほ,1979
female,麻子,あさこ,
male,冠九郎,かんじゅうろう,
male,珏丸,かくまる,
male,六,おかろく,
male,三郎,いさぶろう,
male,与次兵衛,よじべえ,
male,みなと,みなと,
male,大吉,だいきち,
male,源之助,げんのすけ,
male,友藏,ともぞう,
male,大吉,だいきち,
male,関十郎,せきじゅうろう,
male,十次郎,じゅうじろう,
male,奥次郎,おくじろう,
male,強太,ごうた,1994
male,純平,じゅんぺい,1988
male,右田六,うたろく,1993
female,実紗,みさ,1981
female,美玲,みれい,1976
female,友香,ゆか,1988
female,真音,まおと,
female,福子,ふくこ,1990
female,佑美,ひろみ,1961
male,右近,うこん,
female,典子,のりこ,1977
male,七五郎,しちごろう,
male,三十郎,さんじゅうろう,
male,珉子,みんし,
male,和三郎,わさぶろう,
female,あづさ,あづさ,1925
male,荒太郎,あらたろう,
female,彩乃,あやの,
female,莉早,りさ,1985
female,芽吹,めぶき,1991
male,拓也,たくや,1997
male,真一,しんいち,1986
male,太郎,いちたろう,
male,音八,おとはち,
male,与六,よろく,
male,新四郎,しんしろう,
male,国五郎,くにごろう,
male,工左衛門,くざえもん,
male,為十郎,ためじゅうろう,
female,みつき,みつき,1973
female,千夏,ちか,1959
female,真知子,まちこ,1949
female,直見,なおみ,1966
female,良子,よしこ,1956
female,恵理,えり,1973
female,みき,みき,1959
female,美里,みさと,1980
female,佳代,かよ,
female,里枝,りえ,1981
female,あさみ,あさみ,1922
female,桃子,ももこ,1982
female,梓馬,あずま,
female,あや,あや,1959
female,あかね,あかね,
female,寿美江,すみえ,1945
female,祐子,ゆうこ,1960
female,奈月,なつき,
female,伊都,いと,1983
female,亜梨子,ありす,
female,有希,ゆき,1974
female,祥美,よしみ,
female,玲,れい,1985
female,友衛,ともえ,
female,美帆,みほ,
female,貴美子,きみこ,1977
female,夕子,ゆうこ,1950
female,昌,しょう,1929
female,梨絵,りえ,1978
female,庄子,しょうこ,1963
female,真紀,まき,1979
female,みちる,みちる,
